price_lkr,brand,model,year,mileage_km,fuel_type,engine_capacity_cc,transmission
11700000.0,Kia,Other Model,2026,0.0,Petrol,1000.0,Automatic
36000000.0,Toyota,Harrier,2024,12000.0,Petrol,2000.0,Automatic
10750000.0,Mitsubishi,Montero,2003,212000.0,Petrol,3400.0,Tiptronic
23000000.0,Audi,A3,2023,10000.0,Petrol,1000.0,Automatic
11800000.0,Suzuki,Swift,2024,19000.0,Hybrid,1200.0,Automatic
64000000.0,Toyota,Fortuner,2024,0.0,Petrol,2755.0,Automatic
14450000.0,Toyota,Raize,2026,0.0,Hybrid,1200.0,Automatic
6475000.0,Suzuki,Alto,2023,9000.0,Petrol,650.0,Automatic
28000000.0,Jeep,Compass,2025,0.0,Petrol,1995.0,Automatic
8950000.0,Hyundai,Santa Fe,2011,226250.0,Diesel,2200.0,Automatic
16500000.0,Toyota,Voxy,2014,269018.250000001,Petrol,1800.0,Automatic
13500000.0,Kia,Seltos,2025,0.0,Petrol,2000.0,Automatic
23000000.0,Suzuki,Jimny,2025,0.0,Petrol,1462.0,Automatic
7800000.0,Toyota,Vitz,2018,79000.0,Petrol,990.0,Automatic
10550000.0,Bmw,X1,2011,149500.0,Diesel,2000.0,Automatic
15700000.0,Toyota,Yaris Cross,2025,10.0,Petrol,1500.0,Automatic
11500000.0,Kia,Other Model,2025,100.0,Petrol,1000.0,Automatic
5995000.0,Daihatsu,Mira,2024,10800.0,Petrol,650.0,Automatic
7990000.0,Toyota,Passo,2023,9000.0,Petrol,1000.0,Automatic
5500000.0,Toyota,Passo,2008,110000.0,Petrol,1000.0,Automatic
5100000.0,Nissan,Tiida,2010,201000.0,Petrol,1500.0,Automatic
56500000.0,Toyota,Land Cruiser Sahara,2015,134000.0,Petrol,4200.0,Tiptronic
37500000.0,Mercedes Benz,C200,2023,4500.0,Petrol,1500.0,Automatic
5850000.0,Suzuki,Hustler,2015,125000.0,Hybrid,650.0,Automatic
7450000.0,Daihatsu,Cast Activa,2022,11000.0,Petrol,660.0,Automatic
13775000.0,Toyota,Raize,2025,0.0,Hybrid,1200.0,Automatic
13950000.0,Toyota,Raize,2025,0.0,Hybrid,1200.0,Automatic
6350000.0,Toyota,Belta,2009,177000.0,Petrol,1000.0,Automatic
13785000.0,Toyota,Raize,2025,0.0,Hybrid,1200.0,Automatic
23900000.0,Bmw,318I,2018,39500.0,Petrol,1500.0,Tiptronic
33500000.0,Toyota,Land Cruiser Prado,2014,88000.0,Petrol,2700.0,Automatic
28990000.0,Toyota,Hilux,2026,3.0,Diesel,2800.0,Automatic
29900000.0,Toyota,Land Cruiser Prado,2013,195000.0,Diesel,3000.0,Automatic
13250000.0,Toyota,Raize,2025,3.0,Hybrid,1200.0,Automatic
3080000.0,Nissan,Wingroad,1999,225000.0,Petrol,1490.0,Manual
18000000.0,Honda,Vezel,2025,3.0,Hybrid,1500.0,Automatic
8190000.0,Nissan,Dayz,2024,600.0,Hybrid,660.0,Automatic
7425000.0,Suzuki,Swift,2018,137848.0,Petrol,1000.0,Automatic
5900000.0,Kia,Picanto,2016,43500.0,Petrol,1000.0,Automatic
14900000.0,Mitsubishi,Outlander,2015,120000.0,Petrol,2400.0,Automatic
126570000.00000063,Mercedes Benz,G400D,2023,5000.0,Diesel,2900.0,Automatic
55000000.0,Toyota,Vellfire,2024,0.0,Hybrid,2500.0,Automatic
12000000.0,Honda,City,2024,7000.0,Petrol,1000.0,Automatic
