url,title_text,price_lkr,brand,model,year,mileage_km,fuel_type,engine_capacity_cc,transmission,location
https://ikman.lk/en/ad/toyota-vitz-ksp-130-2013-for-sale-colombo-1,Toyota Vitz KSP-130 2013 for Sale in Colombo 6 | ikman,6850000,Toyota,Vitz,2013,98200,Petrol,990,Automatic,Colombo
https://ikman.lk/en/ad/toyota-raize-z-apple-360-2023-for-sale-kalutara,Toyota Raize Z APPLE 360 2023 for Sale in Panadura | ikman,14200000,Toyota,Raize,2023,7800,Petrol,1200,Automatic,
https://ikman.lk/en/ad/toyota-roomy-g-safety-2023-for-sale-colombo-7,Toyota Roomy G Safety 2023 for Sale in Dehiwala | ikman,9200000,Toyota,Roomy,2023,12000,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-aqua-2015-for-sale-kegalle-17,Toyota Aqua 2015 for Sale in Kegalle City | ikman,8000000,Toyota,Aqua,2015,125000,Hybrid,1500,Automatic,Kegalle
https://ikman.lk/en/ad/ford-raptor-ranger-2017-for-sale-colombo-7,Ford Raptor Ranger 2017 for Sale in Rajagiriya | ikman,23500000,Ford,Raptor Ranger,2017,130000,Diesel,3200,Automatic,Colombo
https://ikman.lk/en/ad/suzuki-fronx-alpha-10l-s-hybrid-2026-for-sale-colombo-1,Suzuki Fronx Alpha 1.0L. S Hybrid 2026 for Sale in Colombo 5 | ikman,11190000,Suzuki,Fronx,2026,0,Hybrid,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-premio-g-superior-2016-for-sale-colombo-685,Toyota Premio G Superior 2016 for Sale in Colombo 13 | ikman,16500000,Toyota,Premio,2016,43324,Petrol,1500,Automatic,Colombo
https://ikman.lk/en/ad/toyota-harrier-z-25l-hybrid-2025-for-sale-colombo-21,Toyota Harrier Z 2.5L Hybrid 2025 for Sale in Colombo 4 | ikman,47000000,Toyota,Harrier,2025,0,Hybrid,2500,Automatic,Colombo
https://ikman.lk/en/ad/toyota-land-cruiser-prado-trj150-tx-2023-for-sale-colombo-16,Toyota Land Cruiser Prado TRJ150 TX 2023 for Sale in Colombo 6 | ikman,51900000,Toyota,Land Cruiser Prado,2023,15000,Petrol,2700,Automatic,Colombo
https://ikman.lk/en/ad/toyota-taisor-v-grade-brand-new-2025-for-sale-colombo-5,Toyota Taisor V GRADE BRAND NEW 2025 for Sale in Boralesgamuwa | ikman,12090000,Toyota,Taisor,2025,0,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/audi-a3-s-line-sportsback-2023-for-sale-colombo-1,Audi A3 S-Line Sportsback 2023 for Sale in Colombo 6 | ikman,18900000,Audi,A3,2023,7100,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-land-cruiser-prado-trj150-tx-2023-for-sale-colombo-17,Toyota Land Cruiser Prado TRJ150 TX 2023 for Sale in Colombo 6 | ikman,51900000,Toyota,Land Cruiser Prado,2023,14700,Petrol,2700,Automatic,Colombo
https://ikman.lk/en/ad/kia-sonet-gtx-plus-2025-for-sale-colombo-155,Kia Sonet GTX Plus 2025 for Sale in Dehiwala | ikman,12250000,Kia,Other Model,2025,0,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/mazda-3-skyactive-2023-for-sale-colombo-9,Mazda 3 Skyactive 2023 for Sale in Colombo 4 | ikman,16900000,Mazda,3,2023,18000,Petrol,1500,Automatic,Colombo
https://ikman.lk/en/ad/toyota-taisor-v-grade-brand-new-2025-for-sale-colombo-4,Toyota Taisor V GRADE BRAND NEW 2025 for Sale in Boralesgamuwa | ikman,11690000,Toyota,Taisor,2025,0,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/mitsubishi-mirage-2012-for-sale-colombo-14,Mitsubishi Mirage 2012 for Sale in Malabe | ikman,5395000,Mitsubishi,Mirage,2012,94521,Petrol,1200,Automatic,Colombo
https://ikman.lk/en/ad/toyota-raize-hybrid-2024-for-sale-colombo-12,Toyota Raize hybrid 2024 for Sale in Colombo 8 | ikman,13000000,Toyota,Raize,2024,15200,Hybrid,1200,Automatic,Colombo
https://ikman.lk/en/ad/hyundai-venue-hx10-2025-for-sale-colombo-9,Hyundai Venue HX10 2025 for Sale in Colombo 4 | ikman,12500000,Hyundai,Venue,2025,0,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/honda-vezel-z-premium-brand-new-2025-for-sale-colombo-31,Honda Vezel Z PREMIUM BRAND NEW 2025 for Sale in Boralesgamuwa | ikman,19090000,Honda,Vezel,2025,100,Hybrid,1500,Automatic,Colombo
https://ikman.lk/en/ad/ford-raptor-ranger-ms-rt-3l-v6-twturbo-2024-for-sale-colombo-1,Ford Raptor Ranger MS-RT 3L V6 TW.TURBO 2024 for Sale in Kohuwala | ikman,29600000,Ford,Raptor Ranger,2024,0,Diesel,3000,Tiptronic,Colombo
https://ikman.lk/en/ad/nissan-navara-2007-for-sale-colombo-489,Nissan Navara 2007 for Sale in Malabe | ikman,5395000,Nissan,Navara,2007,158508,Diesel,2500,Manual,Colombo
https://ikman.lk/en/ad/peugeot-508-2015-for-sale-colombo,Peugeot 508 2015 for Sale in Ratmalana | ikman,13500000,Peugeot,508,2015,108000,Diesel,2000,Automatic,
https://ikman.lk/en/ad/nissan-teana-j32-dual-sunroof-2010-for-sale-colombo,Nissan Teana J32 DUAL SUNROOF 2010 for Sale in Kotte | ikman,8990000,Nissan,Teana,2010,180000,Petrol,2500,Automatic,
https://ikman.lk/en/ad/suzuki-maruti-alto-2005-for-sale-colombo-3,Suzuki Maruti ALTO 2005 for Sale in Malabe | ikman,2975000,Suzuki,Maruti,2005,84255,Petrol,1061,Manual,Colombo
https://ikman.lk/en/ad/toyota-yaris-2025-for-sale-colombo-58,Toyota Yaris Cross Japan 2025 for Sale in Colombo 3 | ikman,18000000,Toyota,Yaris,2025,0,Hybrid,1499,Automatic,Colombo
https://ikman.lk/en/ad/toyota-yaris-cross-z-brand-new-2025-for-sale-kurunegala-1,Toyota Yaris Cross Z Brand New 2025 for Sale in Kurunegala City | ikman,16200000,Toyota,Yaris Cross,2025,34,Hybrid,1500,Automatic,Kurunegala
https://ikman.lk/en/ad/toyota-corolla-ce-108-1997-for-sale-kalutara,Toyota Corolla CE 108 1997 for Sale in Bandaragama | ikman,2950000,Toyota,Corolla,1997,330000,Diesel,2000,Automatic,
https://ikman.lk/en/ad/toyota-alphard-executive-lounge-2025-for-sale-colombo-48,Toyota Alphard Executive Lounge 2025 for Sale in Kohuwala | ikman,63500000,Toyota,Alphard,2025,0,Petrol,2500,Automatic,Colombo
https://ikman.lk/en/ad/bmw-320d-2011-for-sale-colombo-211,BMW 320d 2011 for Sale in Malabe | ikman,11200000,BMW,320d,2011,186496,Diesel,2000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-vitz-2018-for-sale-colombo-1340,Toyota Vitz 2018 for Sale in Kotte | ikman,7630000,Toyota,Vitz,2018,101000,Petrol,990,Automatic,Colombo
https://ikman.lk/en/ad/honda-vezel-z-play-moon-roof-2025-for-sale-gampaha-25,Honda Vezel Z PLAY MOON ROOF 2025 for Sale in Kandana | ikman,20400000,Honda,Vezel,2025,0,Hybrid,1500,Automatic,Gampaha
https://ikman.lk/en/ad/honda-grace-ex-2015-for-sale-gampaha-180,Honda Grace Ex 2015 for Sale in Kadawatha | ikman,8950000,Honda,Grace,2015,196500,Hybrid,1500,Automatic,Gampaha
https://ikman.lk/en/ad/toyota-harrier-advance-premium-2014-for-sale-matara,Toyota Harrier Advance Premium 2014 for Sale in Matara City | ikman,21000000,Toyota,Harrier,2014,103000,Petrol,2000,Automatic,
https://ikman.lk/en/ad/honda-vezel-z-play-2025-for-sale-gampaha-96,Honda Vezel Z Play 2025 for Sale in Kelaniya | ikman,21000000,Honda,Vezel,2025,0,Hybrid,1500,Automatic,Gampaha
https://ikman.lk/en/ad/land-rover-range-phev-p460e-autobiography-2025-for-sale-colombo-13,Land Rover Range PHEV P460e AUTOBIOGRAPHY 2025 for Sale in Kohuwala | ikman,154500000,Land Rover,Range Rover PHEV,2025,0,Hybrid,3000,Automatic,Colombo
https://ikman.lk/en/ad/kia-clarus-2000-for-sale-colombo-2,Kia Clarus 2000 for Sale in Colombo 14 | ikman,2500000,Kia,Clarus,2000,120000,Diesel,1970,Automatic,Colombo
https://ikman.lk/en/ad/hyundai-eon-good-car-2016-for-sale-anuradhapura,Hyundai Eon 2016 for Sale in Medawachchiya | ikman,4150000,Hyundai,Eon,2016,73000,Petrol,800,Manual,
https://ikman.lk/en/ad/ford-focus-2015-for-sale-colombo-1,Ford Focus 2015 for Sale in Nugegoda | ikman,8900000,Ford,Focus,2015,103000,Petrol,1600,Automatic,Colombo
https://ikman.lk/en/ad/zotye-z100-2021-for-sale-jaffna-1,Zotye Z100 2021 for Sale in Jaffna City | ikman,3650000,Zotye,Z100,2021,18000,Petrol,1000,Manual,Jaffna
https://ikman.lk/en/ad/toyota-hilux-rocco-2025-for-sale-ratnapura-13,Toyota Hilux Rocco 2025 for Sale in Ratnapura City | ikman,26800000,Toyota,Hilux,2025,0,Diesel,2800,Automatic,Ratnapura
https://ikman.lk/en/ad/kia-sonet-gtx-plus-2025-for-sale-ratnapura-4,Kia Sonet GTX Plus 2025 for Sale in Ratnapura City | ikman,11800000,Kia,Other Model,2025,0,Petrol,1000,Automatic,Ratnapura
https://ikman.lk/en/ad/toyota-axio-corolla-hybrid-2013-for-sale-colombo,Toyota Axio Corolla Hybrid 2013 for Sale in Colombo 7 | ikman,8100000,Toyota,Axio,2013,104463,Hybrid,1490,Automatic,
https://ikman.lk/en/ad/suzuki-wagon-r-fx-petrol-saftey-2024-for-sale-colombo-2,Suzuki Wagon R FX Petrol Saftey 2024 for Sale in Dehiwala | ikman,7250000,Suzuki,Wagon R FX,2024,8500,Petrol,660,Automatic,Colombo
https://ikman.lk/en/ad/honda-vezel-rs-premium-new-2025-for-sale-colombo-2,Honda Vezel RS PREMIUM NEW 2025 for Sale in Colombo 6 | ikman,19850000,Honda,Vezel,2025,0,Hybrid,1500,Automatic,Colombo
https://ikman.lk/en/ad/mercedes-benz-c200-premium-plus-airmati-2019-for-sale-colombo-10,Mercedes Benz C200 PREMIUM PLUS AIRMATI 2019 for Sale in Dehiwala | ikman,25500000,Mercedes Benz,C200,2019,84000,Petrol,1500,Automatic,Colombo
https://ikman.lk/en/ad/toyota-taisor-v-grade-2025-for-sale-ratnapura-2,Toyota Taisor V Grade 2025 for Sale in Ratnapura City | ikman,12000000,Toyota,Taisor,2025,0,Petrol,1000,Automatic,Ratnapura
https://ikman.lk/en/ad/suzuki-wagon-r-fx-straight-petrol-2024-for-sale-colombo,Suzuki Wagon R FX Straight Petrol 2024 for Sale in Dehiwala | ikman,7350000,Suzuki,Wagon R FX,2024,5500,Petrol,660,Automatic,
https://ikman.lk/en/ad/jaguar-xj-6-2003-for-sale-colombo,Jaguar XJ 6 2003 for Sale in Colombo 2 | ikman,16500000,Jaguar,XJ,2003,105000,Petrol,3000,Automatic,
https://ikman.lk/en/ad/honda-vezel-z-play-2024-for-sale-colombo-117,Honda Vezel Z PLAY 2024 for Sale in Nugegoda | ikman,18750000,Honda,Vezel,2024,15000,Hybrid,1496,Automatic,Colombo
https://ikman.lk/en/ad/bmw-x2-m-sport-2019-for-sale-colombo-32,BMW X2 M Sport 2019 for Sale in Nugegoda | ikman,26000000,BMW,X2,2019,45000,Petrol,1500,Tiptronic,Colombo
https://ikman.lk/en/ad/honda-vezel-z-pearl-white-2023-for-sale-gampaha-2,Honda Vezel Z Pearl White 2023 for Sale in Kadawatha | ikman,17500000,Honda,Vezel,2023,10000,Hybrid,1500,Automatic,Gampaha
https://ikman.lk/en/ad/suzuki-wagon-r-custom-z-2025-for-sale-ratnapura-13,Suzuki Wagon R Custom Z 2025 for Sale in Ratnapura City | ikman,9050000,Suzuki,Wagon R,2025,0,Hybrid,660,Automatic,Ratnapura
https://ikman.lk/en/ad/suzuki-spacia-custom-2016-for-sale-colombo-58,Suzuki Spacia Custom 2016 for Sale in Colombo 8 | ikman,6300000,Suzuki,Spacia,2016,72000,Hybrid,650,Automatic,Colombo
https://ikman.lk/en/ad/toyota-corsa-46866-1993-for-sale-colombo,Toyota Corsa 46866 1993 for Sale in Hanwella | ikman,2475000,Toyota,Corsa,1993,251285,Diesel,1500,Manual,
https://ikman.lk/en/ad/porsche-cayenne-s-hybrid-2013-for-sale-matara-3,Porsche Cayenne S Hybrid 2013 for Sale in Weligama | ikman,17500000,Porsche,Cayenne,2013,93000,Hybrid,3000,Tiptronic,Matara
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-2000-for-sale-kandy,Toyota Land Cruiser Sahara 2000 for Sale in Kandy City | ikman,21000000,Toyota,Land Cruiser Sahara,2000,147250,Petrol,4660,Automatic,
https://ikman.lk/en/ad/toyota-vitz-ksp130-2018-for-sale-colombo-14,Toyota Vitz KSP130 2018 for Sale in Ratmalana | ikman,8500000,Toyota,Vitz,2018,47000,Petrol,990,Automatic,Colombo
https://ikman.lk/en/ad/honda-vezel-z-play-moonroof-2025-for-sale-colombo-232,Honda Vezel Z PLAY Moonroof 2025 for Sale in Kohuwala | ikman,20300000,Honda,Vezel,2025,0,Hybrid,1500,Automatic,Colombo
https://ikman.lk/en/ad/land-rover-range-velar-r-dynamic-2018-for-sale-colombo-34,Land Rover Range Velar R Dynamic 2018 for Sale in Kottawa | ikman,29500000,Land Rover,Range Rover Velar,2018,127000,Diesel,1990,Automatic,Colombo
https://ikman.lk/en/ad/kia-sonet-gtx-2026-for-sale-colombo-5,Kia Sonet GTX+ 2026 for Sale in Maharagama | ikman,11700000,Kia,Other Model,2026,0,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-harrier-z-leather-sunroof-2024-for-sale-colombo-5,Toyota Harrier Z Leather Sunroof 2024 for Sale in Kohuwala | ikman,36000000,Toyota,Harrier,2024,12000,Petrol,2000,Automatic,Colombo
https://ikman.lk/en/ad/mitsubishi-montero-2003-for-sale-colombo-388,Mitsubishi Montero 2003 for Sale in Colombo 7 | ikman,10750000,Mitsubishi,Montero,2003,212000,Petrol,3400,Tiptronic,Colombo
https://ikman.lk/en/ad/audi-a3-sline-highest-spec-2023-for-sale-colombo-2,Audi A3 Sline Highest spec 2023 for Sale in Dehiwala | ikman,23000000,Audi,A3,2023,10000,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/suzuki-swift-mz-highest-spec-2024-for-sale-colombo-6,Suzuki Swift MZ Highest Spec 2024 for Sale in Dehiwala | ikman,11800000,Suzuki,Swift,2024,19000,Hybrid,1200,Automatic,Colombo
https://ikman.lk/en/ad/toyota-fortuner-2024-for-sale-colombo,Toyota Fortuner 2024 for Sale in Colombo 2 | ikman,64000000,Toyota,Fortuner,2024,0,Petrol,2755,Automatic,
https://ikman.lk/en/ad/toyota-raize-1200-cc-hybrid-2026-for-sale-colombo,Toyota Raize 1200 cc hybrid 2026 for Sale in Kalubowila | ikman,14450000,Toyota,Raize,2026,0,Hybrid,1200,Automatic,
https://ikman.lk/en/ad/suzuki-alto-6-airbag-safety-2023-for-sale-colombo-1,Suzuki Alto 6 Airbag-Safety 2023 for Sale in Homagama | ikman,6475000,Suzuki,Alto,2023,9000,Petrol,650,Automatic,Colombo
https://ikman.lk/en/ad/jeep-compass-2025-for-sale-colombo,Jeep Compass 2025 for Sale in Colombo 2 | ikman,28000000,Jeep,Compass,2025,0,Petrol,1995,Automatic,
https://ikman.lk/en/ad/hyundai-santa-fe-fully-loaded-2011-for-sale-gampaha-9,Hyundai Santa Fe fully loaded 2011 for Sale in Ragama | ikman,8950000,Hyundai,Santa Fe,2011,226250,Diesel,2200,Automatic,Gampaha
https://ikman.lk/en/ad/toyota-voxy-2014-for-sale-galle,Toyota Voxy 2014 for Sale in Galle City | ikman,16500000,Toyota,Voxy,2014,382000,Petrol,1800,Automatic,
https://ikman.lk/en/ad/kia-seltos-2025-for-sale-colombo,Kia Seltos 2025 for Sale in Colombo 2 | ikman,13500000,Kia,Seltos,2025,0,Petrol,2000,Automatic,
https://ikman.lk/en/ad/suzuki-jimny-2025-for-sale-colombo-1,Suzuki Jimny 2025 for Sale in Colombo 2 | ikman,23000000,Suzuki,Jimny,2025,0,Petrol,1462,Automatic,Colombo
https://ikman.lk/en/ad/toyota-vitz-addition-2-2018-for-sale-galle,Toyota Vitz Addition 2 2018 for Sale in Galle City | ikman,7800000,Toyota,Vitz,2018,79000,Petrol,990,Automatic,
https://ikman.lk/en/ad/bmw-x1-sdrive-20d-2011-for-sale-gampaha,BMW X1 S Drive 2011 for Sale in Gampaha City | ikman,10550000,BMW,X1,2011,149500,Diesel,2000,Automatic,
https://ikman.lk/en/ad/toyota-yaris-cross-hybrid-z-urbano-2025-for-sale-colombo,Toyota Yaris Cross HYBRID Z URBANO 2025 for Sale in Kohuwala | ikman,15700000,Toyota,Yaris Cross,2025,10,Petrol,1500,Automatic,
https://ikman.lk/en/ad/kia-sonet-htx-brand-new-2025-for-sale-colombo-8,Kia Sonet HTX Brand New 2025 for Sale in Kolonnawa | ikman,11500000,Kia,Other Model,2025,100,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/daihatsu-mira-l-sa3-2024-for-sale-kurunegala,"Daihatsu Mira L SA3, 2024 for Sale in Kurunegala City | ikman",5995000,Daihatsu,Mira,2024,10800,Petrol,650,Automatic,
https://ikman.lk/en/ad/toyota-passo-boon-xl-safety-2023-for-sale-colombo-2,Toyota Passo Boon XL Safety 2023 for Sale in Kohuwala | ikman,7990000,Toyota,Passo,2023,9000,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-passo-2008-for-sale-hambantota-1,Toyota Passo 2008 for Sale in Tangalla | ikman,5500000,Toyota,Passo,2008,110000,Petrol,1000,Automatic,Hambantota
https://ikman.lk/en/ad/nissan-tiida-latio-2010-for-sale-ratnapura,Nissan Tiida Latio 2010 for Sale in Kuruwita | ikman,5100000,Nissan,Tiida,2010,201000,Petrol,1500,Automatic,
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-v8-zx-2015-for-sale-colombo-4,Toyota Land Cruiser Sahara V8 ZX 2015 for Sale in Kohuwala | ikman,56500000,Toyota,Land Cruiser Sahara,2015,134000,Petrol,4500,Tiptronic,Colombo
https://ikman.lk/en/ad/mercedes-benz-c200-amg-premium-plus-2023-for-sale-colombo-101,Mercedes Benz C200 AMG Premium Plus 2023 for Sale in Colombo 8 | ikman,37500000,Mercedes Benz,C200,2023,4500,Petrol,1500,Automatic,Colombo
https://ikman.lk/en/ad/suzuki-hustler-2015-for-sale-colombo-996,Suzuki Hustler 2015 for Sale in Moratuwa | ikman,5850000,Suzuki,Hustler,2015,125000,Hybrid,650,Automatic,Colombo
https://ikman.lk/en/ad/daihatsu-cast-activa-2022-for-sale-colombo,Daihatsu Cast Activa 2022 for Sale in Kolonnawa | ikman,7450000,Daihatsu,Cast Activa,2022,11000,Petrol,660,Automatic,
https://ikman.lk/en/ad/toyota-raize-z-grade-hybrid-2025-for-sale-kurunegala-3,Toyota Raize Z-Grade Hybrid 2025 for Sale in Kurunegala City | ikman,13775000,Toyota,Raize,2025,0,Hybrid,1200,Automatic,Kurunegala
https://ikman.lk/en/ad/toyota-raize-zhybrid-4way-camera-2025-for-sale-colombo-1,Toyota Raize Zhybrid 4way Camera 2025 for Sale in Battaramulla | ikman,13950000,Toyota,Raize,2025,0,Hybrid,1200,Automatic,Colombo
https://ikman.lk/en/ad/toyota-belta-2009-for-sale-colombo-283,Toyota Belta 2009 for Sale in Godagama | ikman,6350000,Toyota,Belta,2009,177000,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-raize-z-grade-hybrid-2025-for-sale-kurunegala-4,Toyota Raize Z-Grade HYBRID 2025 for Sale in Kurunegala City | ikman,13785000,Toyota,Raize,2025,0,Hybrid,1200,Automatic,Kurunegala
https://ikman.lk/en/ad/bmw-318i-m-sport-2018-for-sale-colombo-406,BMW 318i M Sport 2018 for Sale in Colombo 7 | ikman,23900000,BMW,318i,2018,39500,Petrol,1500,Tiptronic,Colombo
https://ikman.lk/en/ad/toyota-land-cruiser-prado-2014-for-sale-gampaha-19,Toyota Land Cruiser Prado 2014 for Sale in Negombo | ikman,33500000,Toyota,Land Cruiser Prado,2014,88000,Petrol,2700,Automatic,Gampaha
https://ikman.lk/en/ad/toyota-hilux-travo-overland-plus-2026-for-sale-colombo-75,Toyota Hilux Travo Overland Plus 2026 for Sale in Rajagiriya | ikman,28990000,Toyota,Hilux,2026,3,Diesel,2800,Automatic,Colombo
https://ikman.lk/en/ad/toyota-land-cruiser-prado-lc5-fully-loaded-2013-for-sale-colombo-4,Toyota Land Cruiser Prado Lc5 Fully Loaded 2013 for Sale in Maharagama | ikman,29900000,Toyota,Land Cruiser Prado,2013,195000,Diesel,3000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-raize-z-hybrid-import-2025-for-sale-colombo-7,Toyota Raize Z Hybrid Import 2025 for Sale in Rajagiriya | ikman,13250000,Toyota,Raize,2025,3,Hybrid,1200,Automatic,Colombo
https://ikman.lk/en/ad/nissan-wingroad-1999-for-sale-kandy-3,Nissan Wingroad 1999 for Sale in Katugastota | ikman,3080000,Nissan,Wingroad,1999,225000,Petrol,1490,Manual,Kandy
https://ikman.lk/en/ad/honda-vezel-z-premium-import-2025-for-sale-colombo-7,Honda Vezel Z Premium Import 2025 for Sale in Rajagiriya | ikman,18000000,Honda,Vezel,2025,3,Hybrid,1500,Automatic,Colombo
https://ikman.lk/en/ad/nissan-dayz-highway-star-hybrid-2024-for-sale-colombo-45,Nissan Dayz Highway Star Hybrid 2024 for Sale in Rajagiriya | ikman,8190000,Nissan,Dayz,2024,600,Hybrid,660,Automatic,Colombo
https://ikman.lk/en/ad/suzuki-swift-2018-for-sale-kalutara,Suzuki Swift 2018 for Sale in Panadura | ikman,7425000,Suzuki,Swift,2018,137848,Petrol,1000,Automatic,
https://ikman.lk/en/ad/kia-picanto-2016-for-sale-gampaha-178,Kia Picanto 2016 for Sale in Ja-Ela | ikman,5900000,Kia,Picanto,2016,43500,Petrol,1000,Automatic,Gampaha
https://ikman.lk/en/ad/mitsubishi-outlander-2015-for-sale-colombo-626,Mitsubishi Outlander 2015 for Sale in Mount Lavinia | ikman,14900000,Mitsubishi,Outlander,2015,120000,Petrol,2400,Automatic,Colombo
https://ikman.lk/en/ad/mercedes-benz-g400d-amg-premium-plus-2023-for-sale-colombo-14,Mercedes Benz G400d AMG PREMIUM PLUS 2023 for Sale in Kohuwala | ikman,148500000,Mercedes Benz,G400d,2023,5000,Diesel,2900,Automatic,Colombo
https://ikman.lk/en/ad/toyota-vellfire-z-2024-for-sale-colombo,Toyota Vellfire Z 2024 for Sale in Colombo 4 | ikman,55000000,Toyota,Vellfire,2024,0,Hybrid,2500,Automatic,
https://ikman.lk/en/ad/honda-city-vtec-turbo-auto-2024-for-sale-gampaha,Honda City Vtec Turbo/Auto 2024 for Sale in Negombo | ikman,12000000,Honda,City,2024,7000,Petrol,1000,Automatic,
https://ikman.lk/en/ad/honda-vezel-z-premium-10-speaker-2025-for-sale-colombo-103,Honda Vezel Z Premium 10 Speaker 2025 for Sale in Kohuwala | ikman,19100000,Honda,Vezel,2025,0,Hybrid,1500,Automatic,Colombo
https://ikman.lk/en/ad/honda-vezel-rs-new-2025-for-sale-colombo-1,Honda Vezel RS NEW 2025 for Sale in Kalubowila | ikman,20250000,Honda,Vezel,2025,0,Hybrid,1500,Automatic,Colombo
https://ikman.lk/en/ad/toyota-chr-gt-turbo-2wd-53000km-2018-for-sale-colombo-1,Toyota CHR GT Turbo 2WD 53000KM 2018 for Sale in Colombo 6 | ikman,13490000,Toyota,CHR,2018,53000,Petrol,1200,Automatic,Colombo
https://ikman.lk/en/ad/honda-vezel-z-play-moonroof-2025-for-sale-colombo-233,Honda Vezel Z PLAY MOONROOF 2025 for Sale in Kohuwala | ikman,20590000,Honda,Vezel,2025,0,Hybrid,1490,Automatic,Colombo
https://ikman.lk/en/ad/toyota-roomy-0-2025-for-sale-colombo,Toyota Roomy 0 2025 for Sale in Kalubowila | ikman,10850000,Toyota,Roomy,2025,0,Petrol,1000,Automatic,
https://ikman.lk/en/ad/daihatsu-rocky-premium-g-hev-2024-for-sale-kurunegala,Daihatsu Rocky Premium G HEV 2024 for Sale in Kurunegala City | ikman,13500000,Daihatsu,Rocky,2024,7000,Hybrid,1200,Automatic,
https://ikman.lk/en/ad/nissan-roox-highway-star-g-turbo-2024-for-sale-colombo-4,Nissan Roox Highway Star G Turbo 2024 for Sale in Kalubowila | ikman,9075000,Nissan,Roox,2024,2000,Hybrid,660,Automatic,Colombo
https://ikman.lk/en/ad/toyota-rav4-2020-for-sale-colombo,Toyota RAV4 2020 for Sale in Dehiwala | ikman,28500000,Toyota,RAV4,2020,36000,Petrol,2000,Automatic,
https://ikman.lk/en/ad/mitsubishi-montero-v73w-2003-for-sale-gampaha-1,Mitsubishi Montero V73W 2003 for Sale in Gampaha City | ikman,12500000,Mitsubishi,Montero,2003,198230,Petrol,3500,Automatic,Gampaha
https://ikman.lk/en/ad/honda-jade-hybrid-2016-for-sale-kurunegala,Honda Jade Hybrid 2016 for Sale in Kurunegala City | ikman,10500000,Honda,Jade,2016,97000,Hybrid,1500,Automatic,
https://ikman.lk/en/ad/suzuki-alto-800-2015-for-sale-colombo-2360,Suzuki Alto 800 2015 for Sale in Dehiwala | ikman,3800000,Suzuki,Alto,2015,79000,Petrol,800,Manual,Colombo
https://ikman.lk/en/ad/toyota-chr-ngx-50-2017-for-sale-colombo-83,Toyota CHR NGX 50 2017 for Sale in Malabe | ikman,13550000,Toyota,CHR,2017,98466,Petrol,1200,Automatic,Colombo
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-2018-for-sale-colombo-3966,Suzuki Wagon R Stingray 2018 for Sale in Pannipitiya | ikman,6960000,Suzuki,Wagon R Stingray,2018,168000,Petrol,658,Automatic,Colombo
https://ikman.lk/en/ad/honda-civic-2012-for-sale-kandy,Honda Civic 2012 for Sale in Kundasale | ikman,7750000,Honda,Civic,2012,198000,Petrol,1600,Automatic,
https://ikman.lk/en/ad/honda-vezel-rs-2017-for-sale-gampaha-273,Honda Vezel RS 2017 for Sale in Negombo | ikman,11150000,Honda,Vezel,2017,93000,Hybrid,1490,Automatic,Gampaha
https://ikman.lk/en/ad/dfsk-glory-i-auto-40000kms-2022-for-sale-colombo,"DFSK Glory I AUTO 40,000KMS 2022 for Sale in Nugegoda | ikman",9590000,DFSK,Glory,2022,40000,Petrol,1500,Automatic,
https://ikman.lk/en/ad/bmw-x1-xdrive-25e-m-sport-2024-for-sale-colombo-1,BMW X1 XDRIVE 25e M SPORT 2024 for Sale in Kohuwala | ikman,43590000,BMW,X1,2024,0,Hybrid,1490,Automatic,Colombo
https://ikman.lk/en/ad/audi-a3-sportback-s-line-2024-for-sale-colombo-18,Audi A3 SPORTBACK S-LINE 2024 for Sale in Kohuwala | ikman,16000000,Audi,A3,2024,9000,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-roomy-2025-for-sale-colombo-13,Toyota Roomy 2025 for Sale in Colombo 3 | ikman,11000000,Toyota,Roomy,2025,0,Petrol,1000,Automatic,Colombo
https://ikman.lk/en/ad/toyota-raize-z-1200cc-petrol-2025-for-sale-galle-2,Toyota Raize Z 1200cc Petrol 2025 for Sale in Galle City | ikman,13590000,Toyota,Raize,2025,0,Petrol,1200,Automatic,Galle
https://ikman.lk/en/ad/suzuki-alto-2003-for-sale-kurunegala-16,Suzuki Alto 2003 for Sale in Alawwa | ikman,3470000,Suzuki,Alto,2003,120000,Petrol,680,Automatic,Kurunegala
